IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
2061,2522,GSI017,74,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2064,1796,GSI017,0,Reprovado,0,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,2,2,0,2,0,2,0,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0
2065,1833,GSI017,3,Reprovado,0,2,2,0,2,0,1,2,1,1,1,2,2,1,1,1,1,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,1,2,2,0,0,0
2067,1796,GSI017,23,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,0,0,0,1,1,1,0,0,2,2,2,2,2,2,1,1,1,2,1,0,1,1,2,2,1,0,0,1,0,1,1
2071,2522,GSI017,70,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2072,2522,GSI017,78,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2076,2522,GSI017,71,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,0,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2077,2522,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2084,2522,GSI017,40,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2088,2522,GSI017,62,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2089,1953,GSI017,60,Aprovado,1,0,1,1,2,1,2,2,0,0,0,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,0,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
2090,1796,GSI017,77,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,1,1,1,1
2101,1833,GSI017,52,Reprovado,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,0,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
2107,2668,GSI017,14,Reprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2
2116,1796,GSI017,80,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,1,1,1,1
2125,2289,GSI017,62,Aprovado,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2128,1796,GSI017,68,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,2,2,0,1,0,1,1,1,1
2129,1776,GSI017,0,Reprovado,0,0,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,2
2130,1796,GSI017,74,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,1,0,1,1,2,2,1,0,0,1,1,1,1
2131,1739,GSI017,67,Aprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
2132,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1
2134,2467,GSI017,4,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,0
2135,1740,GSI017,0,Reprovado,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,2,2,0,0,0
2137,1740,GSI017,0,Reprovado,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,1,0,0,2,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,2,2,0,0,0
2138,1833,GSI017,60,Aprovado,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,0,1,1
2139,1833,GSI017,8,Reprovado,0,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,1,1,1,2,2,1,0,0
2142,1609,GSI017,20,Reprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,1
2143,1796,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,1,1,1,1
2145,1609,GSI017,14,Reprovado,1,1,1,1,1,1,2,2,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0,1,1,1,2,0,1,1,2,1,2,0,1,1,1
2146,1609,GSI017,17,Reprovado,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,2,0,0,0,0,0,0,2,0,0,0,2,0,2,0,1,1,1
2149,1796,GSI017,60,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,0,0,0,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,1,1,1,1
2150,2277,GSI017,25,Reprovado,0,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2,0,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,1,2,2,1,1,1,2,0,2,1,1,0,2,2,0,0,0,2,1,1,1
2153,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1
2180,1833,GSI017,60,Aprovado,0,2,2,1,2,0,0,2,1,1,1,2,2,1,1,1,1,2,2,0,1,1,1,1,2,1,0,2,0,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,0,2,2,0,1,1
2187,1796,GSI017,10,Reprovado,0,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,0,2,1,2,1,2,2,2,1,1,1,1,1,1,1,0,2,2,2,2,2,2,1,1,1,2,1,0,1,0,2,2,0,0,0,0,0,0,0
2188,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1
2191,1833,GSI017,4,Reprovado,1,2,2,1,2,1,0,2,1,1,1,2,2,1,1,1,1,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,0,0,0
2193,1833,GSI017,0,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
2194,2277,GSI017,67,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2198,2277,GSI017,17,Reprovado,0,0,2,0,2,0,0,1,2,2,2,1,1,1,1,2,0,2,2,1,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,1,1
2202,1833,GSI017,0,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
2209,1833,GSI017,47,Reprovado,0,2,2,1,2,1,1,2,0,0,0,2,2,1,1,1,1,2,2,1,0,0,0,0,2,1,1,2,0,2,2,2,2,2,2,1,1,2,2,0,1,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,1,1,0
2214,2522,GSI017,61,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,0,2,0,2,2,2,1,1,1,1,1,0,1,1,2,2,2,2,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,1,1,1,2
2218,1833,GSI017,0,Reprovado,0,2,2,0,2,0,0,2,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,0,0,0
2227,1776,GSI017,14,Reprovado,1,1,2,2,1,1,2,1,2,1,1,2,1,0,0,0,0,0,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,2
2229,1776,GSI017,0,Reprovado,1,1,2,2,1,1,2,0,2,0,0,2,0,0,0,0,0,0,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,2
2230,2277,GSI017,60,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2,0,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,0,2,1,2,1,1,0,2,2,1,1,0,2,0,1,1
2236,2177,GSI017,66,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2237,1833,GSI017,4,Reprovado,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,0,0,0,0,0,2,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,0,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,1,0,0
2238,2467,GSI017,61,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
2241,1833,GSI017,8,Reprovado,1,2,2,0,2,1,1,2,0,0,0,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,0,2,2,2,2,2,2,1,1,2,2,0,1,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,1,0,0,2,2,0,0,0
2242,2522,GSI017,66,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2
2243,2277,GSI017,28,Reprovado,1,0,2,1,2,0,0,1,2,2,2,1,1,0,0,2,0,2,2,1,2,2,2,0,2,2,1,1,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,1,1
2244,1668,GSI017,28,Reprovado,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0,0,2,1,1,1,0,2,2,2,2,2,1,1,1,1,1,1,1,2,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,2
2248,1739,GSI017,5,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
2250,2277,GSI017,21,Reprovado,0,1,2,0,2,1,1,1,2,2,2,1,1,1,1,2,0,2,2,1,2,2,2,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,0,2,0,2,0,1,0,2,2,0,0,0,2,0,1,1
2262,1833,GSI017,5,Reprovado,0,2,2,0,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,1,1,0,2,2,1,0,0
2274,1668,GSI017,0,Reprovado,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,2,2,2,2,2,0,0,0,0,1,1,1,2,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,2
2277,2467,GSI017,76,Aprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
2279,2467,GSI017,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1
2281,2289,GSI017,63,Aprovado,1,1,1,2,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,2,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2282,2277,GSI017,62,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2288,2277,GSI017,66,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2294,2277,GSI017,76,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,0,2,2,1,2,2,2,1,2,2,0,0,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2298,2177,GSI017,80,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2303,2277,GSI017,61,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2,0,2,2,0,2,2,2,0,2,2,0,0,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,0,1,1,2,2,1,0,1,2,1,1,1
2316,1934,GSI017,0,Reprovado,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,0,2,0,0,2,2,0,2,0,2,0,2,2,2,2,2,2,2,2,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0
2320,2277,GSI017,79,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,0,1,2,2,1,1,1,2,1,1,1
2321,1609,GSI017,78,Aprovado,1,1,1,1,1,1,2,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,0,1,1,2,1,2,0,1,1,1
2322,2177,GSI017,69,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2324,2289,GSI017,77,Aprovado,1,1,1,2,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2328,2289,GSI017,71,Aprovado,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,0,0,0,0,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2330,2289,GSI017,62,Aprovado,0,0,0,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2331,2289,GSI017,61,Aprovado,0,0,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,0,0,0,1,2,2,0,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2338,2277,GSI017,62,Aprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,0,0,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2342,1668,GSI017,8,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,1,2
2344,1833,GSI017,0,Reprovado,1,2,2,0,2,1,0,2,0,0,0,2,2,0,0,0,0,2,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,1,1
2345,1796,GSI017,89,Aprovado,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,0,0,1,1,1
2346,1796,GSI017,8,Reprovado,0,2,2,2,2,0,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,0,0,0,0,0,0
2350,1739,GSI017,53,Reprovado,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,1,1,1
2365,2277,GSI017,0,Reprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1
2367,2177,GSI017,60,Aprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2370,1953,GSI017,46,Reprovado,1,1,0,0,2,1,2,2,1,1,1,2,2,2,2,2,0,2,2,0,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,0,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1
2372,2177,GSI017,20,Reprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2377,2289,GSI017,60,Aprovado,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2379,1776,GSI017,6,Reprovado,1,1,2,2,1,0,2,0,2,0,0,2,0,0,0,0,0,0,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,2
2384,2177,GSI017,0,Reprovado,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1
2385,2277,GSI017,13,Reprovado,1,1,2,1,2,1,1,1,2,2,2,1,1,0,0,2,0,2,2,1,2,2,2,1,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,2,1,2,2,1,2,2,0,0,0,2,0,2,0,0,0,2,2,0,0,0,2,0,1,1
2386,2289,GSI017,27,Reprovado,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,2,2,2,1,1,1,0,0,0,0,1,2,0,0,0,1,2,2,0,0,0,2,2,1,0,0,2,1,1,2,1,1,1,1,1
2389,1740,GSI017,0,Reprovado,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,1,0,0,2,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,0,0,0,2,2,0,0,0
2393,2289,GSI017,70,Aprovado,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1
2404,1740,GSI017,0,Reprovado,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1
