IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2274,2377,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,2,2,2,2,2,1,2,2,1,2
2276,2493,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2277,2493,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2278,2381,GSI002,60,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,0,0,2,2,2,2,1,2,2,1,2
2279,2493,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2280,2453,GSI002,32,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2281,2424,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2282,2365,GSI002,74,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,1,2
2284,2456,GSI002,0,Reprovado,1,2,1,2,2,0,0,1,2,0,2,2,2,1,2,2,2,2,2,1,2,2,0,2
2287,2261,GSI002,36,Reprovado,1,2,0,0,2,1,1,0,2,0,2,2,2,1,1,2,2,2,2,1,1,1,1,1
2288,2406,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2290,2413,GSI002,0,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2293,2406,GSI002,62,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2294,2456,GSI002,90,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2298,2379,GSI002,61,Aprovado,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,0
2303,2456,GSI002,82,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2304,2331,GSI002,3,Reprovado,0,2,1,2,2,0,0,0,2,1,2,2,2,0,0,2,2,2,2,0,2,0,0,1
2305,2261,GSI002,0,Reprovado,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0
2312,2456,GSI002,80,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2313,2365,GSI002,34,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,1,2
2314,2331,GSI002,12,Reprovado,0,2,0,2,2,0,0,1,2,1,2,2,2,1,0,2,2,2,2,0,2,1,1,1
2315,2101,GSI002,0,Reprovado,1,1,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2316,1962,GSI002,0,Reprovado,0,2,0,0,0,0,0,2,0,0,2,2,0,0,2,2,2,2,0,0,2,0,0,1
2317,2424,GSI002,0,Reprovado,1,2,0,2,2,0,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,0,1
2318,2379,GSI002,81,Aprovado,1,2,0,2,0,0,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,1
2319,2329,GSI002,23,Reprovado,0,1,1,1,1,1,0,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2320,2456,GSI002,100,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2321,2406,GSI002,70,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2322,2365,GSI002,76,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,0,2,2,1,2
2323,2379,GSI002,70,Aprovado,1,2,0,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,0
2324,2379,GSI002,91,Aprovado,1,2,1,2,1,0,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1
2325,2335,GSI002,6,Reprovado,0,1,1,0,1,1,0,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,1,1
2326,2406,GSI002,70,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2327,2377,GSI002,68,Aprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2328,2379,GSI002,90,Aprovado,1,2,0,2,0,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,1
2329,2424,GSI002,75,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2330,2379,GSI002,79,Aprovado,1,2,1,2,0,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,1
2331,2379,GSI002,87,Aprovado,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,1
2334,2377,GSI002,0,Reprovado,0,2,1,2,2,0,0,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
2335,2365,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2336,2011,GSI002,0,Reprovado,0,2,2,2,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,0,2,0,0,1
2337,2379,GSI002,86,Aprovado,1,2,1,2,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,1,0,1
2338,2406,GSI002,79,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2342,2365,GSI002,27,Reprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,0,1,2,2,2,2,0,2,2,0,2
2357,2365,GSI002,2,Reprovado,1,2,1,2,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,0,2,2,0,2
2358,2365,GSI002,25,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2359,2095,GSI002,0,Reprovado,1,2,0,2,2,0,0,0,2,0,2,2,2,0,0,2,2,2,1,0,2,2,0,2
2360,2365,GSI002,66,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,0,2
2361,2101,GSI002,0,Reprovado,1,1,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2362,2365,GSI002,5,Reprovado,1,2,1,2,2,0,1,1,2,0,2,2,2,0,0,2,2,2,2,0,2,2,0,2
2367,2365,GSI002,79,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2368,2365,GSI002,77,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2369,2261,GSI002,0,Reprovado,0,2,0,0,2,0,0,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0
2370,2365,GSI002,36,Reprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2372,2365,GSI002,25,Reprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,0,2
2373,2381,GSI002,60,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2375,2159,GSI002,0,Reprovado,0,0,2,2,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2376,2159,GSI002,70,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2377,2173,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2378,2377,GSI002,11,Reprovado,0,2,1,2,2,0,1,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
2379,2048,GSI002,0,Reprovado,0,2,2,2,2,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0
2380,2369,GSI002,85,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2382,1930,GSI002,22,Reprovado,1,2,2,0,1,0,0,2,1,1,2,2,2,1,1,1,2,1,2,1,2,0,0,1
2383,2381,GSI002,1,Reprovado,1,2,1,2,2,0,1,1,2,0,2,2,2,0,0,2,2,2,2,1,2,2,1,2
2384,2369,GSI002,0,Reprovado,0,2,1,2,2,0,1,0,2,0,2,2,2,0,2,2,2,2,2,0,2,2,0,2
2385,2365,GSI002,0,Reprovado,1,2,0,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2386,2365,GSI002,63,Aprovado,1,2,1,2,2,0,1,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,1,2
2388,2381,GSI002,0,Reprovado,1,2,1,2,2,0,0,1,2,0,2,2,2,0,0,2,2,2,2,1,2,2,0,2
2389,2369,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,2
2393,2335,GSI002,72,Aprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2404,2365,GSI002,36,Reprovado,1,2,1,2,2,1,1,0,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2406,2365,GSI002,0,Reprovado,1,2,1,2,2,0,1,0,2,0,2,2,2,0,0,2,2,2,2,0,2,2,0,2
2407,2335,GSI002,95,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2409,2335,GSI002,100,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2410,2331,GSI002,0,Reprovado,0,2,0,2,2,0,0,0,2,1,2,2,2,0,0,2,2,2,2,0,2,0,0,1
2411,2335,GSI002,78,Aprovado,0,1,1,1,1,1,0,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2412,2335,GSI002,79,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2423,2335,GSI002,16,Reprovado,1,1,1,0,1,0,0,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,0,1
2424,2335,GSI002,0,Reprovado,1,0,0,0,0,0,0,0,2,1,2,2,2,0,2,2,2,2,2,1,2,2,0,1
2425,2159,GSI002,66,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2426,2335,GSI002,59,Reprovado,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,0,2,2,1,1
2433,1962,GSI002,15,Reprovado,1,2,1,1,1,1,1,2,1,0,2,2,0,0,2,2,2,2,0,1,2,1,1,1
2434,2329,GSI002,0,Reprovado,1,1,1,1,1,1,0,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2435,2159,GSI002,77,Aprovado,1,1,2,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2436,2282,GSI002,38,Reprovado,0,0,0,0,0,0,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2437,2329,GSI002,82,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2438,2159,GSI002,8,Reprovado,1,1,2,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2439,2331,GSI002,80,Aprovado,0,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1
2440,2335,GSI002,78,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2441,2159,GSI002,88,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2445,2011,GSI002,62,Aprovado,0,2,2,2,0,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2446,2329,GSI002,14,Reprovado,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2447,2257,GSI002,0,Reprovado,0,1,1,1,1,1,0,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2448,2196,GSI002,27,Reprovado,1,1,1,1,1,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2449,2101,GSI002,85,Aprovado,1,1,2,2,1,0,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2450,2329,GSI002,17,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2452,2048,GSI002,0,Reprovado,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1
2456,2335,GSI002,67,Aprovado,1,1,1,1,1,1,0,0,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2457,2335,GSI002,96,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2460,2335,GSI002,0,Reprovado,0,0,0,0,0,0,0,0,2,1,2,2,2,0,2,2,2,2,2,0,2,2,0,1
2464,2329,GSI002,94,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1
2469,2257,GSI002,91,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2471,2282,GSI002,71,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2481,2282,GSI002,0,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2484,2257,GSI002,0,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2485,2257,GSI002,74,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2486,2257,GSI002,77,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,0,2,2,2,2,1,2,2,1,2
2487,2257,GSI002,82,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2494,2282,GSI002,80,Aprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2495,2282,GSI002,85,Aprovado,1,0,0,0,0,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2496,2282,GSI002,94,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2497,2282,GSI002,90,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2498,2152,GSI002,62,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2499,2152,GSI002,64,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2500,2257,GSI002,17,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2501,2257,GSI002,91,Aprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2502,2056,GSI002,9,Reprovado,1,2,1,2,2,1,0,1,2,1,2,2,2,0,0,2,2,2,2,1,2,2,0,2
2503,2101,GSI002,73,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2505,2011,GSI002,63,Aprovado,1,2,2,2,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2506,2159,GSI002,66,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2507,2011,GSI002,65,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2508,2159,GSI002,3,Reprovado,1,0,2,2,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2509,2026,GSI002,0,Reprovado,0,2,2,2,0,1,0,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,2
2510,2186,GSI002,61,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2511,2282,GSI002,31,Reprovado,0,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2512,2257,GSI002,68,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2513,2101,GSI002,0,Reprovado,1,1,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2515,2261,GSI002,27,Reprovado,0,2,1,0,2,1,1,0,2,1,2,2,2,0,0,2,2,2,2,0,1,1,1,1
2516,2196,GSI002,60,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2517,2011,GSI002,61,Aprovado,1,2,2,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2518,2186,GSI002,45,Reprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2519,2282,GSI002,76,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2520,2261,GSI002,0,Reprovado,0,2,0,0,2,0,1,0,2,0,2,2,2,0,0,2,2,2,2,0,0,0,0,0
2526,2257,GSI002,79,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2527,2257,GSI002,70,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2528,2257,GSI002,11,Reprovado,1,1,1,1,1,0,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2529,2257,GSI002,23,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2
2530,1962,GSI002,14,Reprovado,1,2,0,0,1,0,0,2,0,0,2,2,0,0,2,2,2,2,0,0,2,1,1,1
2532,2048,GSI002,0,Reprovado,1,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1
2533,1962,GSI002,21,Reprovado,1,2,0,0,0,0,1,2,0,0,2,2,0,0,2,2,2,2,0,0,2,0,1,1
2534,2186,GSI002,0,Reprovado,1,1,1,1,1,1,0,1,1,0,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2538,2186,GSI002,79,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2540,2101,GSI002,60,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2541,2101,GSI002,0,Reprovado,1,1,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2547,2196,GSI002,78,Aprovado,1,1,1,1,1,1,1,1,2,0,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2548,2159,GSI002,76,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2549,2186,GSI002,78,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2550,2186,GSI002,65,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2552,2186,GSI002,79,Aprovado,1,1,1,1,1,1,0,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2553,2186,GSI002,91,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2554,2186,GSI002,93,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2557,2186,GSI002,78,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2563,2159,GSI002,13,Reprovado,1,0,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,1,0,0
2570,2159,GSI002,6,Reprovado,1,0,2,2,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2571,2186,GSI002,60,Aprovado,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2572,2196,GSI002,83,Aprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2573,2159,GSI002,0,Reprovado,0,0,2,2,0,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2574,2159,GSI002,60,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2575,2196,GSI002,0,Reprovado,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2577,2173,GSI002,62,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,2
2578,2196,GSI002,0,Reprovado,1,1,1,1,1,1,1,1,2,0,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2579,2196,GSI002,0,Reprovado,1,1,1,1,1,0,1,1,2,0,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2580,1976,GSI002,0,Reprovado,0,2,2,2,2,0,2,2,1,0,2,2,0,0,1,0,2,2,0,0,2,0,0,2
2585,2101,GSI002,0,Reprovado,1,1,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2588,1993,GSI002,69,Aprovado,1,2,2,2,1,0,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,2,1,2
2589,2196,GSI002,60,Aprovado,1,1,1,1,1,1,1,1,2,0,2,2,2,1,1,2,2,2,2,1,2,2,1,1
2608,1976,GSI002,0,Reprovado,0,2,2,2,2,0,2,2,1,0,2,2,0,0,0,0,2,2,0,0,2,0,0,2
2609,2173,GSI002,18,Reprovado,1,2,2,2,0,0,0,0,2,0,2,2,2,0,2,2,2,2,2,2,2,2,1,2
2610,1954,GSI002,0,Reprovado,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,0,2,0,2
2611,2056,GSI002,0,Reprovado,1,2,0,2,2,0,0,1,2,1,2,2,2,0,1,2,2,2,2,1,2,2,0,2
2618,2101,GSI002,66,Aprovado,1,1,2,2,1,0,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2619,2173,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2620,2173,GSI002,69,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2621,2011,GSI002,0,Reprovado,0,2,2,2,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2622,2173,GSI002,60,Aprovado,1,2,2,2,0,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2623,2090,GSI002,0,Reprovado,0,2,0,2,2,0,0,0,2,0,2,2,2,1,0,2,2,2,1,0,2,2,0,2
2624,2173,GSI002,92,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2625,2173,GSI002,88,Aprovado,1,2,2,2,0,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2626,2173,GSI002,69,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2628,2152,GSI002,29,Reprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2629,2101,GSI002,65,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2630,2152,GSI002,77,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2631,2159,GSI002,77,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2632,2173,GSI002,63,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2633,2173,GSI002,60,Aprovado,1,2,2,2,1,1,0,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2634,2011,GSI002,70,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,1,1
2635,2011,GSI002,61,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2636,2101,GSI002,1,Reprovado,1,1,2,2,1,0,0,1,2,0,2,2,2,2,2,2,2,2,2,1,2,0,0,0
2637,1917,GSI002,0,Reprovado,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
2638,2101,GSI002,97,Aprovado,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2639,2152,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2640,2152,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2641,2152,GSI002,69,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2643,2152,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2644,2090,GSI002,0,Reprovado,0,2,0,2,2,1,0,0,2,0,2,2,2,1,0,2,2,2,1,0,2,2,0,2
2649,2152,GSI002,61,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2651,2152,GSI002,62,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2653,2152,GSI002,70,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2654,2152,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2657,2025,GSI002,60,Aprovado,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2
2663,2090,GSI002,11,Reprovado,0,2,0,2,2,0,1,1,2,0,2,2,2,1,0,2,2,2,1,0,2,2,1,2
2671,2095,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2673,2095,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2674,2095,GSI002,17,Reprovado,1,2,0,2,2,0,1,1,2,1,2,2,2,0,1,2,2,2,1,0,2,2,1,2
2675,2095,GSI002,14,Reprovado,1,2,1,2,2,1,1,1,2,0,2,2,2,1,1,2,2,2,1,1,2,2,1,2
2676,2011,GSI002,66,Aprovado,1,2,2,2,1,1,1,1,2,0,2,2,2,2,2,2,2,2,2,1,2,1,1,1
2677,2095,GSI002,60,Aprovado,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,1,2
