IDT_MATRICULA,IDT_TURMA,COD_DISCIPLINA,VLR_MEDIA,DSC_SITUACAO_FINAL,1,2,3,4,5,6,7,8,9,10,11,16,17,20,23,24,25
1331,2287,GSI016,93,Aprovado,1,2,1,2,1,2,2,1,1,2,2,0,1,1,0,1,1
1341,2845,GSI016,69,Aprovado,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1
1342,2667,GSI016,86,Aprovado,1,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1
1344,2634,GSI016,69,Aprovado,0,2,1,2,1,2,2,1,2,1,2,1,1,2,1,0,1
1345,1736,GSI016,95,Aprovado,1,2,1,2,1,2,2,0,2,2,2,1,1,1,1,1,1
1348,2398,GSI016,64,Aprovado,1,2,1,2,0,2,2,1,2,1,2,0,1,0,1,1,2
1350,1952,GSI016,0,Reprovado,1,2,1,2,1,2,2,2,1,1,1,1,2,2,0,1,1
1354,2634,GSI016,60,Aprovado,1,2,1,2,0,2,2,1,2,0,2,1,1,2,1,1,1
1356,1770,GSI016,0,Reprovado,1,1,0,1,1,1,1,1,1,2,1,2,2,2,2,1,1
1357,1627,GSI016,56,Reprovado,0,2,1,2,1,2,2,2,0,1,0,0,2,2,0,1,0
1358,1770,GSI016,0,Reprovado,1,0,0,0,0,0,0,0,0,2,1,2,2,2,2,0,0
1365,2891,GSI016,86,Aprovado,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,1
1370,1736,GSI016,0,Reprovado,0,2,0,2,0,2,2,0,2,2,2,0,0,0,0,0,1
1371,1770,GSI016,81,Aprovado,1,1,0,0,1,0,1,1,1,2,1,2,2,2,2,1,1
1378,1982,GSI016,68,Aprovado,1,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2
1406,1770,GSI016,35,Reprovado,1,1,0,1,0,1,1,1,0,2,1,2,2,2,2,1,1
1410,2068,GSI016,68,Aprovado,1,1,0,1,0,0,2,0,1,2,0,2,2,2,1,1,2
1416,2195,GSI016,74,Aprovado,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,0
1419,1775,GSI016,15,Reprovado,1,1,1,0,1,1,2,1,1,2,1,1,2,2,2,1,1
1420,1933,GSI016,0,Reprovado,1,2,0,2,0,2,2,2,2,2,2,0,2,2,0,1,1
1426,1736,GSI016,52,Reprovado,1,2,1,2,1,2,2,1,2,2,2,0,0,0,0,1,1
1432,1726,GSI016,0,Reprovado,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,1
1433,1982,GSI016,0,Reprovado,1,2,0,0,0,2,2,2,2,2,2,0,2,2,0,1,2
